song_id, valence_mean, valence_std, arousal_mean, arousal_std
1802,5.7,1.55,6.6,1.69
1803,4.1,1.58,3.6,1.36
1804,5.7,1.1,5.9,0.94
1805,5.7,1.27,4.9,1.22
1806,6.5,1.36,6.2,1.33
1807,5.7,0.9,5.3,1
1808,5.4,1.74,5.3,1.79
1809,4,1.34,4.1,1.22
1810,4.1,0.94,4,1.41
1811,4.6,1.91,4.7,1.73
1812,5,1.9,5,1.61
1813,6.1,2.02,5.7,1.68
1814,6,1.61,5.8,1.66
1815,6.4,1.02,5.8,1.54
1816,5,1.73,4.5,2.11
1817,6.6,0.92,6,1.1
1818,4.3,1.79,3.2,1.33
1819,4.1,1.14,4.1,0.94
1820,4.5,1.2,4.4,1.2
1821,6.2,1.33,6.6,1.11
1822,4.7,1.62,3.5,1.28
1823,2.7,1.19,5.6,2.01
1824,6.2,0.75,5.7,1
1825,4.8,1.47,4.5,1.36
1826,5.1,1.22,3.7,1.42
1827,5.6,1.69,6.7,1.49
1828,5.8,1.6,6.6,1.69
1829,4.8,1.72,3.6,1.62
1830,5.7,1,5.3,1.27
1831,6.2,0.98,5.6,1.5
1832,5.7,1.73,5.2,1.89
1833,4.5,1.43,3.2,0.75
1834,6.3,1.42,5.7,1.73
1835,5.3,1,3.2,0.87
1836,5.6,1.69,4.6,1.11
1837,4.2,1.78,2.9,1.58
1838,4.6,1.69,5,2.1
1839,6,1.67,5.7,1.73
1840,4.8,1.89,5.4,1.91
1841,4.6,1.8,3.1,1.58
1842,5.8,1.72,6.3,1.35
1843,4.9,1.37,4.7,1.27
1844,6.1,1.76,5.5,2.06
1845,5.9,1.37,5.9,1.45
1846,5.8,1.6,5.8,1.6
1847,3.2,1.17,2.6,0.92
1848,5.5,1.69,5,1.79
1849,6,0.89,5.8,1.08
1850,3.7,1.55,2.7,1.27
1851,4.6,1.69,3.3,1.9
1852,4.1,1.51,4.7,2.1
1853,6.5,0.81,5.7,1.27
1854,5.2,1.25,4.5,1.28
1855,5.4,1.56,6,1.34
1856,6.1,1.76,6.7,1.85
1857,5.3,1.27,5,1
1858,5.2,1.33,5.6,1.56
1859,5.2,1.47,5,1.55
1860,3.7,0.78,3.5,0.81
1861,5.1,1.3,5,1.48
1862,5.1,1.45,4.9,1.87
1863,6.4,1.43,5.7,1.85
1864,6.1,1.58,7.4,1.8
1865,6.8,0.75,5.9,1.51
1866,4.8,1.4,4.5,1.43
1867,4.2,1.54,4,1.73
1868,5.8,1.4,5,1.61
1869,4.1,1.51,3.7,1.55
1870,5.4,1.2,5.6,1.28
1871,6.4,1.11,6.6,1.36
1872,4.5,1.36,4.2,1.4
1873,4.7,1.62,3.4,1.43
1874,5,1.67,6.3,1.49
1875,6.3,1.19,6.2,1.47
1876,6.3,1.35,5,1.79
1877,6.2,1.66,5.5,1.5
1878,6.7,0.78,6.3,1
1879,5.4,2.24,6.4,2.2
1880,5.4,1.36,3.2,1.4
1881,5,1.1,5.2,1.25
1882,5.5,1.5,6.2,1.66
1883,5.6,0.8,4.5,1.12
1884,6.5,0.81,5.6,1.36
1885,3.9,2.17,3.9,1.97
1886,4.1,1.3,3,1.18
1887,6,1.41,5.8,1.4
1888,3.4,1.5,3.2,1.78
1889,5.6,1.91,5.5,1.96
1890,6,1.61,5.8,1.17
1891,5,1.18,3.5,1.2
1892,5.1,2.07,6.1,1.04
1893,6.3,1.19,6.2,1.08
1894,4.8,0.75,4.8,0.87
1895,6.5,0.67,5.9,0.94
1896,4.9,2.02,2.1,0.94
1897,4.2,1.33,3.8,1.66
1898,5.1,0.94,4.2,1.17
1899,5,2.19,4.1,1.76
1900,6.5,1.12,6.7,1.19
1901,5.2,1.66,6.4,1.28
1902,4.4,2.37,7.3,1.49
1903,3.2,2.36,6.9,1.76
1904,4.1,0.94,3.4,1.02
1905,3.7,2,6.5,1.5
1906,4.4,1.69,6.2,1.47
1907,4.9,1.64,6.5,1.43
1908,5.2,2.18,5.1,1.76
1909,4.9,1.7,5,1.73
1910,3.8,1.6,3.3,1.35
1911,4.3,1.95,5.4,2.11
1912,5.4,1.2,5.5,1.12
1913,6,1.48,6.5,1.63
1914,5.3,2.1,6.3,1.35
1915,6.3,1.27,6.5,1.2
1916,5.4,1.5,6.3,1.49
1917,4.1,1.04,4.6,1.02
1918,3.4,1.5,4.6,1.69
1919,4.5,1.86,5.4,1.96
1920,5.7,2.15,6.4,1.96
1921,4.4,2.06,6.5,2.2
1922,5.6,1.85,5.8,1.6
1923,6.4,1.28,6.2,1.54
1924,5.3,2.1,5.7,2
1925,4.9,1.51,4.5,1.57
1926,5.2,1.99,6.1,1.92
1927,5.6,1.28,4.6,1.28
1928,3.7,1.35,5.6,1.02
1929,5.1,1.37,6.7,1.1
1930,4.6,1.43,4,1.1
1931,4.7,1.27,5.5,1.43
1932,4.8,1.6,6,1.73
1933,5.2,1.66,7,1.41
1934,5.8,1.78,3.8,1.33
1935,4.7,1.73,4.4,1.69
1936,2.9,1.3,3,1.9
1937,4.3,1.35,3.9,1.51
1938,5.6,1.74,7,1.48
1939,4.4,1.11,3.2,1.25
1940,5.1,1.51,5.6,0.92
1941,5.2,1.33,4.4,1.56
1942,6.4,1.8,6.8,1.6
1943,4.2,0.98,4.4,1.02
1944,6.1,1.92,5.1,1.58
1945,6,1.55,6.1,1.58
1946,4,2.19,6,1.9
1947,5,2.19,7.4,1.28
1948,4,2.45,6.7,1.79
1949,2.2,1.54,5.1,2.59
1950,3.8,1.99,3.4,2.11
1951,4.6,1.5,4,1.26
1952,4.1,0.94,4.4,0.8
1953,5.1,1.37,4.4,1.36
1954,6.7,0.64,5.7,1.1
1955,5.5,1.63,6.5,1.57
1956,5.4,1.11,5.9,1.7
1957,4.8,1.33,4.8,1.17
1958,4.8,1.25,5.1,1.7
1959,4.7,1.85,5.8,1.4
1960,4.5,1.96,6.7,1.79
1961,5.9,0.54,5.3,1.1
1962,4.4,1.43,5,1.61
1963,3.9,2.3,5.5,2.11
1964,3.6,2.2,6.7,1.95
1965,3.3,1.35,3.5,1.5
1966,3.6,1.2,5,1.73
1967,4.7,2.9,6.9,1.97
1968,4.6,1.84,6.18,1.13
1969,3.7,2.24,5.7,2.49
1970,5.9,1.37,7.1,1.51
1971,5.5,1.75,5.5,1.57
1972,6,1.55,5.9,1.45
1973,4.3,1.49,4.3,1.19
1974,3.4,1.11,4.7,1.85
1975,4.7,1.55,5.6,1.62
1976,4.9,1.64,5.4,1.43
1977,4.7,1.85,5.2,1.78
1978,6.5,1.02,6.5,0.92
1979,5.5,2.29,7.2,1.33
1980,5.5,1.43,5.4,1.36
1981,5.1,1.92,5.8,2.18
1982,4.5,1.28,4.5,1.43
1983,2.9,1.51,3.4,1.11
1984,3.7,1.35,2.9,1.37
1985,4.8,1.89,5.6,1.69
1986,4,2.05,5.1,2.07
1987,6.5,1.12,6.3,1.42
1988,5.5,1.43,5.8,1.4
1989,5,1.84,5.7,1.27
1990,4.2,1.66,4.1,1.81
1991,5,2.1,6,1.41
1992,4.9,2.26,6.8,2.09
1993,3.5,2.38,7,1.1
1994,3.8,0.87,3.5,1.12
1995,4.7,1.73,4.7,1.1
1996,3.9,1.87,5.9,2.21
1997,5.3,1.42,3.9,1.14
1998,6.4,1.5,6.2,1.6
1999,4.6,2.11,5.4,1.8
2000,5.8,1.78,6,1.67
